Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213587,240,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213588,260.2,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,RCUK-Newton Activity,Non Employee Expenses Supplier,95213589,176.7,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),RCUK-Newton Activity,Non Employee Expenses Supplier,95213590,320,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213591,286,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213592,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213593,211.5,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213594,284.78,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213595,170.28,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213596,76.95,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213597,169.45,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,95213598,48.07,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,95213599,240,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,95213600,56.7,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,95213601,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213602,317.44,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213603,31.32,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213604,112.59,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213605,116.45,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213606,91.1,GBP
BIS,EPSRC,08/07/2016,Telecoms - Calls Fax & internet Costs,PSU IS,Telecoms World Plc,95213844,16.88,GBP
BIS,EPSRC,08/07/2016,Meetings & Catering,Admin RCUK Strategy Unit,Baxter Storey Ltd,95214554,270.24,GBP
BIS,EPSRC,08/07/2016,Meetings & Catering,EPSRC Corporate Services,Baxter Storey Ltd,95214554,19.14,GBP
BIS,EPSRC,08/07/2016,Consumables,JRS,Premier Paper Group Ltd,95215421,48.07,GBP
BIS,EPSRC,08/07/2016,Consumables,JRS,Premier Paper Group Ltd,95215424,192.29,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,95215496,50.55,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery ICT,Non Employee Expenses Supplier,95215497,320,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,RCUK-Newton Activity,Non Employee Expenses Supplier,95215498,653.76,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),RCUK-Newton Activity,Non Employee Expenses Supplier,95215499,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215500,239.55,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,95215501,156.1,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,95215502,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215503,210.08,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,RCUK-Newton Activity,Non Employee Expenses Supplier,95215504,1527.07,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),RCUK-Newton Activity,Non Employee Expenses Supplier,95215505,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,95215506,171.5,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Manufacturing,Non Employee Expenses Supplier,95215507,160,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Manufacturing,Non Employee Expenses Supplier,95215508,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,95215509,40.7,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery ICT,Non Employee Expenses Supplier,95215510,240,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,95215511,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,95215512,164.1,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215513,92.24,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Associate Director Operations,Non Employee Expenses Supplier,95215514,37.3,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Associate Director Operations,Non Employee Expenses Supplier,95215515,33.35,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Associate Director Operations,Non Employee Expenses Supplier,95215516,189.15,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215517,203.4,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Digital Economy,Non Employee Expenses Supplier,95215518,220.07,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Digital Economy,Non Employee Expenses Supplier,95215519,240,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,95215520,84.6,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Digital Economy,Non Employee Expenses Supplier,95215521,288.1,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215522,402.36,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215523,105.8,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215524,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95215525,140.75,GBP
